id,path,filename,extension,size
288,ROM/0129/Dragon Quest (J) [!].nes,Dragon Quest (J) [!].nes,nes,65552
289,ROM/0129/Dragon Warrior (U) (PRG0) [!].nes,Dragon Warrior (U) (PRG0) [!].nes,nes,81936
290,ROM/0129/Dragon Warrior (U) (PRG1) [!].nes,Dragon Warrior (U) (PRG1) [!].nes,nes,81936
291,ROM/0130/Super Mario Bros. 2J (J).fds,Super Mario Bros. 2J (J).fds,fds,65516
292,ROM/0131/B-Wings (J) [!].nes,B-Wings (J) [!].nes,nes,40976
293,ROM/0132/Bird Week (J) [!].nes,Bird Week (J) [!].nes,nes,24592
294,ROM/0133/Star Soldier (J) [!].nes,Star Soldier (J) [!].nes,nes,65552
295,ROM/0133/Star Soldier (U) [!].nes,Star Soldier (U) [!].nes,nes,65552
296,ROM/0133/Star Soldier Special Version (J).nes,Star Soldier Special Version (J).nes,nes,65552
297,ROM/0134/Ghosts 'n Goblins (E) [!].nes,Ghosts 'n Goblins (E) [!].nes,nes,131088
298,ROM/0134/Ghosts 'n Goblins (U) [!].nes,Ghosts 'n Goblins (U) [!].nes,nes,131088
299,ROM/0134/Makaimura (J) [!].nes,Makaimura (J) [!].nes,nes,131088
300,ROM/0135/Kung-Fu Heroes (U) [!].nes,Kung-Fu Heroes (U) [!].nes,nes,65552
301,ROM/0135/Super Chinese (J) [!].nes,Super Chinese (J) [!].nes,nes,49168
302,ROM/0136/Sqoon (J) (PRG0) [!].nes,Sqoon (J) (PRG0) [!].nes,nes,40976
303,ROM/0136/Sqoon (J) (PRG1).nes,Sqoon (J) (PRG1).nes,nes,40976
304,ROM/0136/Sqoon (U) [!].nes,Sqoon (U) [!].nes,nes,40976
305,ROM/0137/Choplifter (J) (PRG0) [!].nes,Choplifter (J) (PRG0) [!].nes,nes,49168
306,ROM/0137/Choplifter (J) (PRG1).nes,Choplifter (J) (PRG1).nes,nes,49168
307,ROM/0138/Toukaidou Gojuusan Tsugi (J) [!].nes,Toukaidou Gojuusan Tsugi (J) [!].nes,nes,49168
308,ROM/0139/Babel (J) [!].nes,Babel (J) [!].nes,nes,65552
309,ROM/0139/The Tower of Babel (J) (NC).nes,The Tower of Babel (J) (NC).nes,nes,98320
310,ROM/0140/Volleyball (J).fds,Volleyball (J).fds,fds,65516
311,ROM/0140/Volleyball (UE) [!].nes,Volleyball (UE) [!].nes,nes,40976
312,ROM/0141/Namida no Soukoban Special (J).fds,Namida no Soukoban Special (J).fds,fds,131016
313,ROM/0142/Solomon no Kagi (J) [!].nes,Solomon no Kagi (J) [!].nes,nes,65552
314,ROM/0142/Solomon no Kagi (J).fds,Solomon no Kagi (J).fds,fds,65516
315,ROM/0142/Solomon's Key (E) [!].nes,Solomon's Key (E) [!].nes,nes,65552
316,ROM/0142/Solomon's Key (U) [!].nes,Solomon's Key (U) [!].nes,nes,65552
317,ROM/0143/Ganbare Goemon! (J) [!].nes,Ganbare Goemon! (J) [!].nes,nes,262160
318,ROM/0144/Valkyrie no Bouken (J) [!].nes,Valkyrie no Bouken (J) [!].nes,nes,65552
319,ROM/0145/Metroid (E) [!].nes,Metroid (E) [!].nes,nes,131088
320,ROM/0145/Metroid (J) (PRG1) [!].fds,Metroid (J) (PRG1) [!].fds,fds,131016
321,ROM/0145/Metroid (J) (PRG2) [!].fds,Metroid (J) (PRG2) [!].fds,fds,131016
322,ROM/0145/Metroid (J) (PRG3).fds,Metroid (J) (PRG3).fds,fds,131016
323,ROM/0145/Metroid (U) [!].nes,Metroid (U) [!].nes,nes,131088
324,ROM/0146/Musashi no Ken (J) [!].nes,Musashi no Ken (J) [!].nes,nes,65552
325,ROM/0147/Hokuto no Ken (J) [!].nes,Hokuto no Ken (J) [!].nes,nes,65552
326,ROM/0148/Sky Kid (J) [!].nes,Sky Kid (J) [!].nes,nes,65552
327,ROM/0148/Sky Kid (U) [!].nes,Sky Kid (U) [!].nes,nes,163856
328,ROM/0149/Jajamaru no Daibouken (J) [!].nes,Jajamaru no Daibouken (J) [!].nes,nes,65552
329,ROM/0149/Ninja Jajamaru's Big Adventure (UE) (NJRC) (Switch).nes,Ninja Jajamaru's Big Adventure (UE) (NJRC) (Switch).nes,nes,65552
330,ROM/0150/I am a Teacher - Super Mario no Sweater (J).fds,I am a Teacher - Super Mario no Sweater (J).fds,fds,131016
331,ROM/0151/Mobile Suit Z Gundam - Hot Scramble (J) [!].nes,Mobile Suit Z Gundam - Hot Scramble (J) [!].nes,nes,163856
332,ROM/0152/ASO - Armored Scrum Object (J) [!].nes,ASO - Armored Scrum Object (J) [!].nes,nes,65552
333,ROM/0152/Alpha Mission (E) [!].nes,Alpha Mission (E) [!].nes,nes,65552
334,ROM/0152/Alpha Mission (U) [!].nes,Alpha Mission (U) [!].nes,nes,65552
335,ROM/0153/Super Pitfall (J) [!].nes,Super Pitfall (J) [!].nes,nes,131088
336,ROM/0153/Super Pitfall (U) [!].nes,Super Pitfall (U) [!].nes,nes,131088
337,ROM/0154/Banana (J) [!].nes,Banana (J) [!].nes,nes,49168
338,ROM/0155/Adventure Island (E) [!].nes,Adventure Island (E) [!].nes,nes,65552
339,ROM/0155/Adventure Island (U) [!].nes,Adventure Island (U) [!].nes,nes,65552
340,ROM/0155/Takahashi Meijin no Boukenjima (J) [!].nes,Takahashi Meijin no Boukenjima (J) [!].nes,nes,65552
341,ROM/0156/King's Knight (J) [!].nes,King's Knight (J) [!].nes,nes,65552
342,ROM/0156/King's Knight (U) [!].nes,King's Knight (U) [!].nes,nes,65552
343,ROM/0157/Koneko Monogatari (J).fds,Koneko Monogatari (J).fds,fds,131016
344,ROM/0158/Super Xevious (J) [!].nes,Super Xevious (J) [!].nes,nes,163856
345,ROM/0159/Ghostbusters (J) [!].nes,Ghostbusters (J) [!].nes,nes,65552
346,ROM/0159/Ghostbusters (U) [!].nes,Ghostbusters (U) [!].nes,nes,65552
347,ROM/0160/Space Hunter (J) [!].nes,Space Hunter (J) [!].nes,nes,65552
348,ROM/0161/I am a Teacher - Teami no Kiso (J).fds,I am a Teacher - Teami no Kiso (J).fds,fds,131016
349,ROM/0162/Akumajou Dracula (J) (PRG0) [!].fds,Akumajou Dracula (J) (PRG0) [!].fds,fds,131016
350,ROM/0162/Akumajou Dracula (J) (PRG1).fds,Akumajou Dracula (J) (PRG1).fds,fds,131016
351,ROM/0162/Akumajou Dracula (J) (PRG2) [!].fds,Akumajou Dracula (J) (PRG2) [!].fds,fds,131016
352,ROM/0162/Akumajou Dracula (J) [!].nes,Akumajou Dracula (J) [!].nes,nes,131088
353,ROM/0162/Castlevania (E) [!].nes,Castlevania (E) [!].nes,nes,131088
354,ROM/0162/Castlevania (U) (PRG0) [!].nes,Castlevania (U) (PRG0) [!].nes,nes,131088
355,ROM/0162/Castlevania (U) (PRG1) [!].nes,Castlevania (U) (PRG1) [!].nes,nes,131088
356,ROM/0163/Terra Cresta (J) [!].nes,Terra Cresta (J) [!].nes,nes,131088
357,ROM/0163/Terra Cresta (U) [!].nes,Terra Cresta (U) [!].nes,nes,131088
358,ROM/0164/Commando (U) [!].nes,Commando (U) [!].nes,nes,131088
359,ROM/0164/Senjou no Ookami (J) [!].nes,Senjou no Ookami (J) [!].nes,nes,131088
360,ROM/0165/Buggy Popper (J) [!].nes,Buggy Popper (J) [!].nes,nes,65552
361,ROM/0165/Bump 'n' Jump (U) [!].nes,Bump 'n' Jump (U) [!].nes,nes,65552
362,ROM/0166/Family Computer Othello (J) (PRG0) [!].nes,Family Computer Othello (J) (PRG0) [!].nes,nes,40976
363,ROM/0166/Family Computer Othello (J) (PRG1).nes,Family Computer Othello (J) (PRG1).nes,nes,40976
364,ROM/0166/Family Computer Othello (J).fds,Family Computer Othello (J).fds,fds,65516
365,ROM/0166/Othello (U) [!].nes,Othello (U) [!].nes,nes,40976
366,ROM/0167/Pro Wrestling (E) [!].nes,Pro Wrestling (E) [!].nes,nes,131088
367,ROM/0167/Pro Wrestling (U) (PRG0) [!].nes,Pro Wrestling (U) (PRG0) [!].nes,nes,131088
368,ROM/0167/Pro Wrestling (U) (PRG1) [!].nes,Pro Wrestling (U) (PRG1) [!].nes,nes,131088
369,ROM/0167/Puroresu (J).fds,Puroresu (J).fds,fds,65516
370,ROM/0168/Urusei Yatsura (J) [!].nes,Urusei Yatsura (J) [!].nes,nes,65552
371,ROM/0169/Sansuu 4 Nen (J) [!].nes,Sansuu 4 Nen (J) [!].nes,nes,65552
372,ROM/0170/Sansuu 5 & 6 Nen (J).nes,Sansuu 5 & 6 Nen (J).nes,nes,65552
373,ROM/0171/Mississippi Satsujin Jiken (J) (PRG0) [!].nes,Mississippi Satsujin Jiken (J) (PRG0) [!].nes,nes,163856
374,ROM/0171/Mississippi Satsujin Jiken (J) (PRG1).nes,Mississippi Satsujin Jiken (J) (PRG1).nes,nes,163856
375,ROM/0172/Ginga Denshou - Galaxy Odyssey (J) [!].fds,Ginga Denshou - Galaxy Odyssey (J) [!].fds,fds,131016
376,ROM/0173/Super Star Force (J) [!].nes,Super Star Force (J) [!].nes,nes,131088
377,ROM/0174/Athletic World (E) [!].nes,Athletic World (E) [!].nes,nes,65552
378,ROM/0174/Athletic World (U) [!].nes,Athletic World (U) [!].nes,nes,65552
379,ROM/0174/Family Trainer 1 - Athletic World (J) (PRG0) [!].nes,Family Trainer 1 - Athletic World (J) (PRG0) [!].nes,nes,65552
380,ROM/0174/Family Trainer 1 - Athletic World (J) (PRG1) [!].nes,Family Trainer 1 - Athletic World (J) (PRG1) [!].nes,nes,65552
381,ROM/0175/Family Computer Othello (J) (PRG0) [!].nes,Family Computer Othello (J) (PRG0) [!].nes,nes,40976
382,ROM/0175/Family Computer Othello (J) (PRG1).nes,Family Computer Othello (J) (PRG1).nes,nes,40976
383,ROM/0175/Family Computer Othello (J).fds,Family Computer Othello (J).fds,fds,65516
384,ROM/0175/Othello (U) [!].nes,Othello (U) [!].nes,nes,40976
385,ROM/0176/Meikyuu Kumikyoku (J) [!].nes,Meikyuu Kumikyoku (J) [!].nes,nes,65552
386,ROM/0176/Milon's Secret Castle (U) [!].nes,Milon's Secret Castle (U) [!].nes,nes,65552
387,ROM/0177/Dead Zone (J).fds,Dead Zone (J).fds,fds,131016
388,ROM/0178/Moero TwinBee (J) (PRG0).fds,Moero TwinBee (J) (PRG0).fds,fds,131016
389,ROM/0178/Moero TwinBee (J) (PRG1).fds,Moero TwinBee (J) (PRG1).fds,fds,131016
390,ROM/0178/Moero TwinBee (J).nes,Moero TwinBee (J).nes,nes,131088
391,ROM/0178/Stinger (U) [!].nes,Stinger (U) [!].nes,nes,131088
392,ROM/0179/Ganso Saiyuuki (J) [!].nes,Ganso Saiyuuki (J) [!].nes,nes,65552
393,ROM/0180/Nagagutsu wo Haita Neko (J) [!].nes,Nagagutsu wo Haita Neko (J) [!].nes,nes,65552
394,ROM/0181/Aigina no Yogen (J) [!].nes,Aigina no Yogen (J) [!].nes,nes,131088
395,ROM/0182/Mappy-Land (J) [!].nes,Mappy-Land (J) [!].nes,nes,163856
396,ROM/0182/Mappy-Land (U) [!].nes,Mappy-Land (U) [!].nes,nes,163856
397,ROM/0183/Ikari (J) [!].nes,Ikari (J) [!].nes,nes,131088
398,ROM/0183/Ikari Warriors (E) [!].nes,Ikari Warriors (E) [!].nes,nes,131088
399,ROM/0183/Ikari Warriors (U) (PRG0) [!].nes,Ikari Warriors (U) (PRG0) [!].nes,nes,131088
400,ROM/0183/Ikari Warriors (U) (PRG1) [!].nes,Ikari Warriors (U) (PRG1) [!].nes,nes,131088
401,ROM/0184/Dragon Ball - Le Secret Du Dragon (F) (PRG0) [!].nes,Dragon Ball - Le Secret Du Dragon (F) (PRG0) [!].nes,nes,163856
402,ROM/0184/Dragon Ball - Le Secret Du Dragon (F) (PRG1) [!].nes,Dragon Ball - Le Secret Du Dragon (F) (PRG1) [!].nes,nes,163856
403,ROM/0184/Dragon Ball - Shinryuu no Nazo (J) [!].nes,Dragon Ball - Shinryuu no Nazo (J) [!].nes,nes,163856
404,ROM/0184/Dragon Power (U) [!].nes,Dragon Power (U) [!].nes,nes,163856
405,ROM/0185/Zanac (J).fds,Zanac (J).fds,fds,65516
406,ROM/0185/Zanac (U) [!].nes,Zanac (U) [!].nes,nes,131088
407,ROM/0186/Kineko Vol. I (J).fds,Kineko Vol. I (J).fds,fds,131016
408,ROM/0187/Castle Excellent (J) [!].nes,Castle Excellent (J) [!].nes,nes,65552
409,ROM/0187/Castlequest (U) [!].nes,Castlequest (U) [!].nes,nes,65552
410,ROM/0188/Tiger-Heli (E) (PRG0) [!].nes,Tiger-Heli (E) (PRG0) [!].nes,nes,65552
411,ROM/0188/Tiger-Heli (E) (PRG1).nes,Tiger-Heli (E) (PRG1).nes,nes,65552
412,ROM/0188/Tiger-Heli (J) [!].nes,Tiger-Heli (J) [!].nes,nes,65552
413,ROM/0188/Tiger-Heli (U) [!].nes,Tiger-Heli (U) [!].nes,nes,65552
414,ROM/0189/Transformers - Convoy no Nazo (J) [!].nes,Transformers - Convoy no Nazo (J) [!].nes,nes,65552
415,ROM/0190/Daiva (J) [!].nes,Daiva (J) [!].nes,nes,131088
416,ROM/0191/Hottaman no Chitei Tanken (J) [!].nes,Hottaman no Chitei Tanken (J) [!].nes,nes,65552
417,ROM/0192/Gall Force (J).fds,Gall Force (J).fds,fds,131016
418,ROM/0193/Pro Yakyuu - Family Stadium (J) [!].nes,Pro Yakyuu - Family Stadium (J) [!].nes,nes,98320
419,ROM/0193/R.B.I. Baseball (Tengen) [!].nes,R.B.I. Baseball (Tengen) [!].nes,nes,98320
420,ROM/0193/R.B.I. Baseball (U) [!].nes,R.B.I. Baseball (U) [!].nes,nes,98320
421,ROM/0194/Takeshi no Chousenjou (J) [!].nes,Takeshi no Chousenjou (J) [!].nes,nes,131088
422,ROM/0195/Sherlock Holmes - Hakushaku Reijou Yuukai Jiken (J) [!].nes,Sherlock Holmes - Hakushaku Reijou Yuukai Jiken (J) [!].nes,nes,131088
423,ROM/0196/2-in-1 (Adian no Tsue + Chinou Game Series 1) (J).fds,2-in-1 (Adian no Tsue + Chinou Game Series 1) (J).fds,fds,131016
424,ROM/0197/Doraemon (J) (PRG0) [!].nes,Doraemon (J) (PRG0) [!].nes,nes,163856
425,ROM/0197/Doraemon (J) (PRG1) [!].nes,Doraemon (J) (PRG1) [!].nes,nes,163856
426,ROM/0198/Nazo no Kabe (J).fds,Nazo no Kabe (J).fds,fds,131016
427,ROM/0199/Breeder (J).fds,Breeder (J).fds,fds,131016
428,ROM/0200/Suishou no Dragon (J).fds,Suishou no Dragon (J).fds,fds,131016
429,ROM/0201/Deadly Towers (U) [!].nes,Deadly Towers (U) [!].nes,nes,131088
430,ROM/0201/Mashou (J) [!].nes,Mashou (J) [!].nes,nes,131088
431,ROM/0202/Metro-Cross (J) [!].nes,Metro-Cross (J) [!].nes,nes,65552
432,ROM/0203/The Wing of Madoola (J) [!].nes,The Wing of Madoola (J) [!].nes,nes,65552
433,ROM/0204/King Kong 2 (J) [!].nes,King Kong 2 (J) [!].nes,nes,262160
434,ROM/0205/Hikari Shinwa (J) (PRG0) [!].fds,Hikari Shinwa (J) (PRG0) [!].fds,fds,131016
435,ROM/0205/Hikari Shinwa (J) (PRG1).fds,Hikari Shinwa (J) (PRG1).fds,fds,131016
436,ROM/0205/Kid Icarus (UE) (PRG0) [!].nes,Kid Icarus (UE) (PRG0) [!].nes,nes,131088
437,ROM/0205/Kid Icarus (UE) (PRG1) [!].nes,Kid Icarus (UE) (PRG1) [!].nes,nes,131088
438,ROM/0206/Knight Lore (J).fds,Knight Lore (J).fds,fds,131016
439,ROM/0207/Deep Dungeon - Madou Senki (J) (PRG0) [!].fds,Deep Dungeon - Madou Senki (J) (PRG0) [!].fds,fds,131016
440,ROM/0207/Deep Dungeon - Madou Senki (J) (PRG1).fds,Deep Dungeon - Madou Senki (J) (PRG1).fds,fds,131016
441,ROM/0208/Kieta Princess (J) [!].fds,Kieta Princess (J) [!].fds,fds,131016
442,ROM/0209/Layla (J) [!].nes,Layla (J) [!].nes,nes,131088
443,ROM/0210/Family Trainer 2 - Running Stadium (J) [!].nes,Family Trainer 2 - Running Stadium (J) [!].nes,nes,65552
444,ROM/0210/Stadium Events (E) [!].nes,Stadium Events (E) [!].nes,nes,65552
445,ROM/0210/Stadium Events (U) [!].nes,Stadium Events (U) [!].nes,nes,65552
446,ROM/0210/World Class Track Meet (U) (PRG0) [!].nes,World Class Track Meet (U) (PRG0) [!].nes,nes,65552
447,ROM/0210/World Class Track Meet (U) (PRG1) [!].nes,World Class Track Meet (U) (PRG1) [!].nes,nes,65552
448,ROM/0211/Cosmo Genesis (J) [!].nes,Cosmo Genesis (J) [!].nes,nes,65552
449,ROM/0211/Star Voyager (U) [!].nes,Star Voyager (U) [!].nes,nes,65552
450,ROM/0212/Tatakai no Banka (J) (PRG0).nes,Tatakai no Banka (J) (PRG0).nes,nes,131088
451,ROM/0212/Tatakai no Banka (J) (PRG1) [!].nes,Tatakai no Banka (J) (PRG1) [!].nes,nes,131088
452,ROM/0212/Trojan (E) [!].nes,Trojan (E) [!].nes,nes,131088
453,ROM/0212/Trojan (U) [!].nes,Trojan (U) [!].nes,nes,131088
454,ROM/0213/Seikima II (J) [!].nes,Seikima II (J) [!].nes,nes,65552
455,ROM/0214/Professional Mahjong Gokuu (J).fds,Professional Mahjong Gokuu (J).fds,fds,131016
456,ROM/0215/Electrician (J) [!].fds,Electrician (J) [!].fds,fds,131016
457,ROM/0216/Toki no Tabibito (J) [!].nes,Toki no Tabibito (J) [!].nes,nes,131088
458,ROM/0217/Crazy Climber (J) [!].nes,Crazy Climber (J) [!].nes,nes,131088
459,ROM/0218/Arkanoid (J) [!].nes,Arkanoid (J) [!].nes,nes,49168
460,ROM/0218/Arkanoid (U) [!].nes,Arkanoid (U) [!].nes,nes,49168
461,ROM/0219/Hi no Tori Hououhen (J) [!].nes,Hi no Tori Hououhen (J) [!].nes,nes,131088
462,ROM/0220/Dragon Buster (J) [!].nes,Dragon Buster (J) [!].nes,nes,163856
463,ROM/0220/Dragon Buster (W) (NC).nes,Dragon Buster (W) (NC).nes,nes,163856
464,ROM/0221/Labyrinth (J) [!].nes,Labyrinth (J) [!].nes,nes,131088
465,ROM/0222/The Legend of Zelda 2 - Link no Bouken (J) (PRG0).fds,The Legend of Zelda 2 - Link no Bouken (J) (PRG0).fds,fds,131016
466,ROM/0222/The Legend of Zelda 2 - Link no Bouken (J) (RPG1).fds,The Legend of Zelda 2 - Link no Bouken (J) (RPG1).fds,fds,131016
467,ROM/0222/Zelda II - The Adventure of Link (E) (PRG0) [!].nes,Zelda II - The Adventure of Link (E) (PRG0) [!].nes,nes,262160
468,ROM/0222/Zelda II - The Adventure of Link (E) (PRG1) [!].nes,Zelda II - The Adventure of Link (E) (PRG1) [!].nes,nes,262160
469,ROM/0222/Zelda II - The Adventure of Link (E) (PRG2) [!].nes,Zelda II - The Adventure of Link (E) (PRG2) [!].nes,nes,262160
470,ROM/0222/Zelda II - The Adventure of Link (U) [!].nes,Zelda II - The Adventure of Link (U) [!].nes,nes,262160
471,ROM/0223/Dragon Quest II (J) [!].nes,Dragon Quest II (J) [!].nes,nes,131088
472,ROM/0223/Dragon Warrior II (U) [!].nes,Dragon Warrior II (U) [!].nes,nes,262160
473,ROM/0224/Eggerland (J) (PRG0).fds,Eggerland (J) (PRG0).fds,fds,131016
474,ROM/0224/Eggerland (J) (PRG1).fds,Eggerland (J) (PRG1).fds,fds,131016
475,ROM/0225/Ultraman - Kaijuu Teikoku no Gyakushuu (J) [!].fds,Ultraman - Kaijuu Teikoku no Gyakushuu (J) [!].fds,fds,131016
476,ROM/0226/Nazoler Land Soukan Gou (J).fds,Nazoler Land Soukan Gou (J).fds,fds,131016
477,ROM/0227/The Black Bass (J) [!].nes,The Black Bass (J) [!].nes,nes,131088
478,ROM/0228/Adventures of Dino Riki (U) [!].nes,Adventures of Dino Riki (U) [!].nes,nes,65552
479,ROM/0228/Shin Jinrui (J) [!].nes,Shin Jinrui (J) [!].nes,nes,65552
480,ROM/0229/Flying Dragon (U) [!].nes,Flying Dragon (U) [!].nes,nes,131088
481,ROM/0229/Hiryuu no Ken (J) [!].nes,Hiryuu no Ken (J) [!].nes,nes,131088
482,ROM/0230/Esper Dream (J) (PRG0).fds,Esper Dream (J) (PRG0).fds,fds,131016
483,ROM/0230/Esper Dream (J) (PRG1).fds,Esper Dream (J) (PRG1).fds,fds,131016
484,ROM/0231/Family Computer Golf - Japan Course (J).fds,Family Computer Golf - Japan Course (J).fds,fds,131016
485,ROM/0231/Golf Japan Course - Nyuushou (J).fds,Golf Japan Course - Nyuushou (J).fds,fds,131016
486,ROM/0232/Dance Aerobics (U) [!].nes,Dance Aerobics (U) [!].nes,nes,98320
487,ROM/0232/Family Trainer 3 - Aerobics Studio (J) [!].nes,Family Trainer 3 - Aerobics Studio (J) [!].nes,nes,65552
488,ROM/0233/Juu Ouken no Nazo (J) [!].nes,Juu Ouken no Nazo (J) [!].nes,nes,262160
489,ROM/0234/Marchen Veil (J).fds,Marchen Veil (J).fds,fds,131016
490,ROM/0235/Super Lode Runner (J).fds,Super Lode Runner (J).fds,fds,131016
491,ROM/0236/Ikinari Musician (J) [!].nes,Ikinari Musician (J) [!].nes,nes,49168
492,ROM/0237/Mickey Mouse (J) [!].nes,Mickey Mouse (J) [!].nes,nes,65552
493,ROM/0237/Mickey Mouse (U) [!].nes,Mickey Mouse (U) [!].nes,nes,65552
494,ROM/0238/Law of the West (J) [!].nes,Law of the West (J) [!].nes,nes,131088
495,ROM/0239/The 3-D Battles of World Runner (U) [!].nes,The 3-D Battles of World Runner (U) [!].nes,nes,131088
496,ROM/0239/Tobidase Daisakusen (J).fds,Tobidase Daisakusen (J).fds,fds,131016
497,ROM/0240/City Adventure Touch (J) [!].nes,City Adventure Touch (J) [!].nes,nes,131088
498,ROM/0241/Hana no Star Kaidou (J) [!].nes,Hana no Star Kaidou (J) [!].nes,nes,131088
499,ROM/0242/The Goonies II (E) [!].nes,The Goonies II (E) [!].nes,nes,131088
500,ROM/0242/The Goonies II (J) [!].nes,The Goonies II (J) [!].nes,nes,131088
501,ROM/0242/The Goonies II (U) [!].nes,The Goonies II (U) [!].nes,nes,131088
502,ROM/0243/Lost Word of Jenny (J) [!].nes,Lost Word of Jenny (J) [!].nes,nes,131088
503,ROM/0244/Winter Games (J).fds,Winter Games (J).fds,fds,131016
504,ROM/0244/Winter Games (U) (PRG0) [!].nes,Winter Games (U) (PRG0) [!].nes,nes,131088
505,ROM/0244/Winter Games (U) (PRG1) [!].nes,Winter Games (U) (PRG1) [!].nes,nes,131088
506,ROM/0245/Otocky (J).fds,Otocky (J).fds,fds,131016
507,ROM/0246/2-in-1 (Super Boy Allan + Chinou Game Series 2) (J).fds,2-in-1 (Super Boy Allan + Chinou Game Series 2) (J).fds,fds,131016
508,ROM/0247/2-in-1 (Chitei Tairiku Orudoora + Chinou Game Series 3) (J).fds,2-in-1 (Chitei Tairiku Orudoora + Chinou Game Series 3) (J).fds,fds,131016
509,ROM/0248/Nangoku Shirei!! - Spy vs Spy (J) [!].nes,Nangoku Shirei!! - Spy vs Spy (J) [!].nes,nes,131088
510,ROM/0248/Spy vs Spy - The Island Caper (U) (Proto).nes,Spy vs Spy - The Island Caper (U) (Proto).nes,nes,131088
511,ROM/0249/Dirty Pair - Project Eden (J) [!].fds,Dirty Pair - Project Eden (J) [!].fds,fds,131016
512,ROM/0250/Sanma no Meitantei (J) [!].nes,Sanma no Meitantei (J) [!].nes,nes,196624
513,ROM/0251/Apple Town Story (J) [!].fds,Apple Town Story (J) [!].fds,fds,131016
514,ROM/0252/Green Beret (J).fds,Green Beret (J).fds,fds,131016
515,ROM/0252/Rush'n Attack (E) [!].nes,Rush'n Attack (E) [!].nes,nes,131088
516,ROM/0252/Rush'n Attack (U) [!].nes,Rush'n Attack (U) [!].nes,nes,131088
517,ROM/0253/Cocona World (J) [!].fds,Cocona World (J) [!].fds,fds,131016
518,ROM/0254/Relics - Ankoku Yousai (J).fds,Relics - Ankoku Yousai (J).fds,fds,131016
519,ROM/0255/Igo - Kyuuroban Taikyoku (J) [!].nes,Igo - Kyuuroban Taikyoku (J) [!].nes,nes,49168
520,ROM/0255/Igo - Kyuuroban Taikyoku (J).fds,Igo - Kyuuroban Taikyoku (J).fds,fds,131016
521,ROM/0256/Higemaru Makaijima (J) [!].nes,Higemaru Makaijima (J) [!].nes,nes,131088
522,ROM/0256/Makai Island (U) (Proto).nes,Makai Island (U) (Proto).nes,nes,131088
523,ROM/0257/Morita Kazuro no Shougi (J) [!].nes,Morita Kazuro no Shougi (J) [!].nes,nes,139280
524,ROM/0258/Fuuun Shourinken (J) [!].fds,Fuuun Shourinken (J) [!].fds,fds,131016
525,ROM/0259/Argos no Senshi (J) [!].nes,Argos no Senshi (J) [!].nes,nes,131088
526,ROM/0259/Rygar (E) [!].nes,Rygar (E) [!].nes,nes,131088
527,ROM/0259/Rygar (U) (PRG0) [!].nes,Rygar (U) (PRG0) [!].nes,nes,131088
528,ROM/0259/Rygar (U) (PRG1) [!].nes,Rygar (U) (PRG1) [!].nes,nes,131088
529,ROM/0260/Nekketsu Kouha Kunio-kun (J) [!].nes,Nekketsu Kouha Kunio-kun (J) [!].nes,nes,131088
530,ROM/0260/Renegade (U) (Evercade).nes,Renegade (U) (Evercade).nes,nes,131088
531,ROM/0260/Renegade (U) [!].nes,Renegade (U) [!].nes,nes,131088
532,ROM/0261/Fist of the North Star (U) [!].nes,Fist of the North Star (U) [!].nes,nes,131088
533,ROM/0261/Hokuto no Ken 2 (J) [!].nes,Hokuto no Ken 2 (J) [!].nes,nes,131088
534,ROM/0262/Ai Senshi Nicol (J).fds,Ai Senshi Nicol (J).fds,fds,131016
535,ROM/0263/Tantei Jinguuji Saburou - Shinjuku Chuuou Kouen Satsujin Jiken (J) (PRG0).fds,Tantei Jinguuji Saburou - Shinjuku Chuuou Kouen Satsujin Jiken (J) (PRG0).fds,fds,131016
536,ROM/0263/Tantei Jinguuji Saburou - Shinjuku Chuuou Kouen Satsujin Jiken (J) (PRG1).fds,Tantei Jinguuji Saburou - Shinjuku Chuuou Kouen Satsujin Jiken (J) (PRG1).fds,fds,131016
537,ROM/0264/Family Jockey (J) [!].nes,Family Jockey (J) [!].nes,nes,65552
538,ROM/0265/Kineko Vol. II (J).fds,Kineko Vol. II (J).fds,fds,131016
539,ROM/0266/Kinnikuman - Kinnikusei Oui Soudatsusen (J) (RPG0).fds,Kinnikuman - Kinnikusei Oui Soudatsusen (J) (RPG0).fds,fds,131016
540,ROM/0266/Kinnikuman - Kinnikusei Oui Soudatsusen (J) (RPG1).fds,Kinnikuman - Kinnikusei Oui Soudatsusen (J) (RPG1).fds,fds,131016
541,ROM/0267/Hao-kun no Fushigi na Tabi (J).fds,Hao-kun no Fushigi na Tabi (J).fds,fds,131016
542,ROM/0268/Seiken Psycho Caliber (J).fds,Seiken Psycho Caliber (J).fds,fds,131016
543,ROM/0269/Youkai Club (J) [!].nes,Youkai Club (J) [!].nes,nes,163856
544,ROM/0270/Dynamite Bowl (J) (PRG0).nes,Dynamite Bowl (J) (PRG0).nes,nes,65552
545,ROM/0270/Dynamite Bowl (J) (PRG1) [!].nes,Dynamite Bowl (J) (PRG1) [!].nes,nes,65552
546,ROM/0271/Section-Z (E) [!].nes,Section-Z (E) [!].nes,nes,131088
547,ROM/0271/Section-Z (J).fds,Section-Z (J).fds,fds,131016
548,ROM/0271/Section-Z (U) [!].nes,Section-Z (U) [!].nes,nes,131088
549,ROM/0272/Pro Golfer Saru (J).fds,Pro Golfer Saru (J).fds,fds,131016
